Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/2           std::move_iterator<std::vector<double, std::allocator<double> >*> std::__make_move_if_noexcept_iterator<std::vector<double, std::allocator<double> >*, std::move_iterator<std::vector<double, std::allocator<double> >*> >(std::vector<double, std::allocator<double> >*) [243]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >* std::__uninitialized_copy_a<std::move_iterator<std::vector<double, std::allocator<double> >*>, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::move_iterator<std::vector<double, std::allocator<double> >*>, std::move_iterator<std::vector<double, std::allocator<double> >*>, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [265]
-----------------------------------------------
                0.00    0.00       1/1           bool std::operator!=<std::vector<double, std::allocator<double> >*>(std::move_iterator<std::vector<double, std::allocator<double> >*> const&, std::move_iterator<std::vector<double, std::allocator<double> >*> const&) [268]
[267]    0.0    0.00    0.00       1         bool std::operator==<std::vector<double, std::allocator<double> >*>(std::move_iterator<std::vector<double, std::allocator<double> >*> const&, std::move_iterator<std::vector<double, std::allocator<double> >*> const&) [267]
                0.00    0.00       2/2           std::move_iterator<std::vector<double, std::allocator<double> >*>::base() const [226]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<double, std::allocator<double> >*>, std::vector<double, std::allocator<double> >*>(std::move_iterator<std::vector<double, std::allocator<double> >*>, std::move_iterator<std::vector<double, std::allocator<double> >*>, std::vector<double, std::allocator<double> >*) [258]
[268]    0.0    0.00    0.00       1         bool std::operator!=<std::vector<double, std::allocator<double> >*>(std::move_iterator<std::vector<double, std::allocator<double> >*> const&, std::move_iterator<std::vector<double, std::allocator<double> >*> const&) [268]
                0.00    0.00       1/1           bool std::operator==<std::vector<double, std::allocator<double> >*>(std::move_iterator<std::vector<double, std::allocator<double> >*> const&, std::move_iterator<std::vector<double, std::allocator<double> >*> const&) [267]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [245] _GLOBAL__sub_I__ZN3RK4C2EP18FunctionWrapperRK4 [208] std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, false>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [59] std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&)
 [246] _GLOBAL__sub_I_main   [209] std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [45] void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&)
 [247] __static_initialization_and_destruction_0(int, int) [138] std::_Iter_base<std::vector<double, std::allocator<double> >* const*, false>::_S_base(std::vector<double, std::allocator<double> >* const*) [41] void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag)
 [248] __static_initialization_and_destruction_0(int, int) [196] std::_Iter_base<double const*, false>::_S_base(double const*) [12] std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long)
 [249] FunctionWrapperRK4::FunctionWrapperRK4(int) [154] std::_Iter_base<std::vector<double, std::allocator<double> >**, false>::_S_base(std::vector<double, std::allocator<double> >**) [15] std::vector<double, std::allocator<double> >::at(unsigned long)
  [17] DoublePendEquations::lowerOmegaPrime(double) [124] std::_Iter_base<double*, false>::_S_base(double*) [262] std::vector<double, std::allocator<double> >::end()
 [137] DoublePendEquations::lowerThetaPrime(double) [183] std::_Iter_base<std::move_iterator<double*>, true>::_S_base(std::move_iterator<double*>) [263] std::vector<double, std::allocator<double> >::begin()
  [24] DoublePendEquations::upperOmegaPrime(double) [155] std::vector<double, std::allocator<double> >** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [77] std::vector<double, std::allocator<double> >::resize(unsigned long)
  [54] DoublePendEquations::upperThetaPrime(double) [210] double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [34] std::vector<double, std::allocator<double> >::push_back(double const&)
   [3] DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [190] double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [25] std::vector<double, std::allocator<double> >::vector(std::allocator<double> const&)
  [57] DoublePendEquations::DoublePendEquations(double, double, double, double, double) [80] void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [97] std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&)
   [4] RK4::stateAdjust(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, double) [156] void std::_Destroy_aux<true>::__destroy<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**) [8] std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&)
  [33] RK4::query(double, double, double) [123] void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [44] std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&)
   [2] RK4::solve(double, double, std::vector<double, std::allocator<double> >) [157] std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_allocate(unsigned long) [85] std::vector<double, std::allocator<double> >::vector()
   [5] RK4::vectorAdd(std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> > const&) [158] std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_impl::_Vector_impl(std::allocator<std::vector<double, std::allocator<double> >*> const&) [68] std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> >&&)
  [94] RK4::RK4(FunctionWrapperRK4*) [159] std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_impl::~_Vector_impl() [40] std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&)
  [88] RK4::~RK4()           [160] std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_deallocate(std::vector<double, std::allocator<double> >**, unsigned long) [9] std::vector<double, std::allocator<double> >::~vector()
 [145] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::deallocate(std::vector<double, std::allocator<double> >**, unsigned long) [142] std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_get_Tp_allocator() [6] std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> >&&)
 [146] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::allocate(unsigned long, void const*) [161] std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_base(std::allocator<std::vector<double, std::allocator<double> >*> const&) [120] std::vector<double, std::allocator<double> >::operator[](unsigned long)
 [147] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::new_allocator(__gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*> const&) [162] std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~_Vector_base() [89] void std::_Construct<std::vector<double, std::allocator<double> >>(std::vector<double, std::allocator<double> >*)
 [148] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::new_allocator() [234] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_allocate(unsigned long) [165] std::iterator_traits<std::vector<double, std::allocator<double> >* const*>::difference_type std::__distance<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::random_access_iterator_tag)
 [139] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::~new_allocator() [253] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<double, std::allocator<double> > > const&) [241] std::iterator_traits<double const*>::difference_type std::__distance<double const*>(double const*, double const*, std::random_access_iterator_tag)
 [219] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::deallocate(std::vector<double, std::allocator<double> >*, unsigned long) [254] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::_Vector_impl() [36] __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&)
 [220] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::allocate(unsigned long, void const*) [235] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::~_Vector_impl() [192] std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&)
 [250] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > > const&) [218] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_deallocate(std::vector<double, std::allocator<double> >*, unsigned long) [211] std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
 [221] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::new_allocator() [255] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_create_storage(unsigned long) [143] std::_Miter_base<std::vector<double, std::allocator<double> >* const*>::iterator_type std::__miter_base<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*)
 [216] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::~new_allocator() [197] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() [212] std::_Miter_base<double const*>::iterator_type std::__miter_base<double const*>(double const*)
 [126] __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [256] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_base(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [187] std::_Miter_base<std::move_iterator<double*> >::iterator_type std::__miter_base<std::move_iterator<double*> >(std::move_iterator<double*>)
 [127] __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [257] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_base() [213] std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
 [178] void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [236] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base() [144] std::_Niter_base<std::vector<double, std::allocator<double> >* const*>::iterator_type std::__niter_base<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*)
  [48] __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [128] std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [214] std::_Niter_base<double const*>::iterator_type std::__niter_base<double const*>(double const*)
  [50] __gnu_cxx::new_allocator<double>::new_allocator() [29] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl&) [166] std::_Niter_base<std::vector<double, std::allocator<double> >**>::iterator_type std::__niter_base<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**)
 [122] __gnu_cxx::new_allocator<double>::~new_allocator() [69] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double>&&) [30] std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*)
 [109] __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [13] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [167] std::vector<double, std::allocator<double> >** std::__copy_move_a<false, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**)
 [134] __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_propagate_on_move_assign() [83] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [215] double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*)
 [202] __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [39] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [191] double* std::__copy_move_a<true, double*, double*>(double*, double*, double*)
 [222] __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::__normal_iterator(std::vector<double, std::allocator<double> >* const&) [49] std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [102] double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
 [203] __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::operator++() [51] std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [168] std::vector<double, std::allocator<double> >** std::__copy_move_a2<false, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**)
 [223] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [121] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [103] double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*)
 [199] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [32] std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [71] double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*)
 [200] bool __gnu_cxx::operator!=<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&) [84] std::_Vector_base<double, std::allocator<double> >::_Vector_base() [53] void std::__alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&)
 [198] bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [67] std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::_Vector_base<double, std::allocator<double> >&&) [135] void std::__do_alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&, std::integral_constant<bool, true>)
 [224] FunctionWrapperRK4::getNumEquations() const [19] std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [104] double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
 [149] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::max_size() const [16] std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [169] std::vector<double, std::allocator<double> >** std::uninitialized_copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**)
 [204] __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::max_size() const [237] std::move_iterator<std::vector<double, std::allocator<double> >*>::move_iterator(std::vector<double, std::allocator<double> >*) [105] double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*)
 [125] __gnu_cxx::new_allocator<double>::max_size() const [184] std::move_iterator<double*>::move_iterator(double*) [264] std::vector<double, std::allocator<double> >* std::uninitialized_copy<std::move_iterator<std::vector<double, std::allocator<double> >*>, std::vector<double, std::allocator<double> >*>(std::move_iterator<std::vector<double, std::allocator<double> >*>, std::move_iterator<std::vector<double, std::allocator<double> >*>, std::vector<double, std::allocator<double> >*)
 [205] __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [238] std::enable_if<std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::__maxsize_helper<std::allocator<std::vector<double, std::allocator<double> > > const>::value, unsigned long>::type std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::_S_max_size<std::allocator<std::vector<double, std::allocator<double> > > const>(std::allocator<std::vector<double, std::allocator<double> > > const&) [72] double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
 [194] __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::base() const [239] std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [170] std::iterator_traits<std::vector<double, std::allocator<double> >* const*>::iterator_category std::__iterator_category<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const* const&)
 [206] __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::operator*() const [185] std::enable_if<std::allocator_traits<std::allocator<double> >::__maxsize_helper<std::allocator<double> const>::value, unsigned long>::type std::allocator_traits<std::allocator<double> >::_S_max_size<std::allocator<double> const>(std::allocator<double> const&) [242] std::iterator_traits<double const*>::iterator_category std::__iterator_category<double const*>(double const* const&)
 [193] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [179] std::enable_if<std::allocator_traits<std::allocator<double> >::__construct_helper<double<double const&> >::value, void>::type std::allocator_traits<std::allocator<double> >::_S_construct<double, double const&>(std::allocator<double>&, double*, double const&) [60] void std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
 [201] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [110] std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [106] double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
 [225] std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() const [186] std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [171] std::vector<double, std::allocator<double> >** std::__uninitialized_copy_a<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**, std::allocator<std::vector<double, std::allocator<double> >*>&)
  [38] std::_Vector_base<double, std::allocator<double> >::get_allocator() const [111] std::enable_if<!std::allocator_traits<std::allocator<double> >::__select_helper<std::allocator<double> const>::value, std::allocator<double> const>::type std::allocator_traits<std::allocator<double> >::_S_select<std::allocator<double> const>(std::allocator<double> const&) [62] double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&)
 [131] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [180] decltype (_S_construct({parm#1}, {parm#2}, (forward<double const&>)({parm#3}))) std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [265] std::vector<double, std::allocator<double> >* std::__uninitialized_copy_a<std::move_iterator<std::vector<double, std::allocator<double> >*>, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::move_iterator<std::vector<double, std::allocator<double> >*>, std::move_iterator<std::vector<double, std::allocator<double> >*>, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&)
 [226] std::move_iterator<std::vector<double, std::allocator<double> >*>::base() const [258] std::vector<double, std::allocator<double> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<double, std::allocator<double> >*>, std::vector<double, std::allocator<double> >*>(std::move_iterator<std::vector<double, std::allocator<double> >*>, std::move_iterator<std::vector<double, std::allocator<double> >*>, std::vector<double, std::allocator<double> >*) [73] double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&)
 [181] std::move_iterator<double*>::base() const [100] double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [61] void std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&)
 [150] std::initializer_list<std::vector<double, std::allocator<double> >*>::end() const [163] std::vector<double, std::allocator<double> >** std::__uninitialized_copy<true>::__uninit_copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [91] void std::__uninitialized_default_n<std::vector<double, std::allocator<double> >*, unsigned long>(std::vector<double, std::allocator<double> >*, unsigned long)
 [151] std::initializer_list<std::vector<double, std::allocator<double> >*>::size() const [101] double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [10] void std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long)
 [140] std::initializer_list<std::vector<double, std::allocator<double> >*>::begin() const [70] double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [92] void std::__uninitialized_default_n_a<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::allocator<std::vector<double, std::allocator<double> > >&)
 [227] std::initializer_list<double>::end() const [58] void std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [11] void std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&)
 [228] std::initializer_list<double>::size() const [90] void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<double, std::allocator<double> >*, unsigned long>(std::vector<double, std::allocator<double> >*, unsigned long) [243] std::move_iterator<std::vector<double, std::allocator<double> >*> std::__make_move_if_noexcept_iterator<std::vector<double, std::allocator<double> >*, std::move_iterator<std::vector<double, std::allocator<double> >*> >(std::vector<double, std::allocator<double> >*)
 [207] std::initializer_list<double>::begin() const [21] void std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [188] std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double*, std::move_iterator<double*> >(double*)
